title,release_date,runtime,original_language,overview,poster_path,genres,production_companies,production_countries,spoken_languages,keywords
Kohra,01-01-1993,151,hi,"Nisha K. Rathod and Anand Kohli are two collegians who are in love with each other and would like to get married. While Nisha lives with her widowed dad, Customs Officer Kailashnath Rathod, Anand is an orphan living with his paternal uncle,Inspector General of Police, Suryakant Sharma. When the two officials find out, they have a meeting and both agree to this marriage alliance provided Anand gets employed by the Police. Anand undergoes training and does get employed and goes to surprise Nisha. To his shock and surprise he finds her in the arms of another man, Dr. Deepak Kaushal. When he questions her, she refuses to have to do anything with him and tells him to go out of her life. Then Suryakant assigns Anand to the cases of some underworlds criminals, namely Peter Gonzales, Mr. John, and Tinnu.",,,,,Hindi,
Laila Majnu,26-12-1953,138,hi,Bollywood 1953,/u4tZhWzTTVv2oFk9MVMvFKYdPOn.jpg,"Romance, Drama",,,Hindi,
Mamta,27-02-1966,150,hi,"The son of a wealthy family, Monish falls in love with Deviyani, a girl from a considerably less privileged background. When Monish leaves to study abroad, the lovers plan to reunite, but desperate financial straits force Deviyani into a marriage with a philandering drunk instead. Deeply unhappy, she flees, taking her infant daughter with her and vanishing into thin air. Does fate have more than misery in store for the unfortunate Deviyani?",/kGHRk8iKg1YaERR5F2nMoCHx3UI.jpg,"Family, Music, Romance",,India,Hindi,
Shabab,01-01-1954,143,hi,Bollywood 1954,/qodndB7zVePXmNbt5ZSlmHhaOkG.jpg,,,India,Hindi,
Tumhare Liye,01-01-1978,0,hi,"Gauri and Prakash are in love and get intimate. Their ways are separate, and Prakash must marry Renuka, as she meets his family's approval. Gauri gets pregnant as a result of this intimacy, gets ill, and is hospitalized. It is here that the truth surfaces about Gauri and Prakash, as details are revealed of their past birth, in which they were lovers - Gangadhar Upadhyay, and Gauri, and Kalavati (presently Renuka). During this previous birth too, Gauri gets pregnant, gets ill, and passes away, because of Kalavati's interference. The child in her womb does not survive, and as a result Gangadhar also gets killed. In this birth, the only way Prakash can survive is after someone who loves him sacrifices their life for him.",,,,India,Hindi,
Gomti Ke Kinare,22-11-1972,0,hi,"After his father's death, young Sameer runs away to search for his mother and is adopted by the tawaif Ganga.",/kvT3baVTsQFKi0zAN6P3faNEnLn.jpg,Drama,,India,Hindi,
Gopi,01-01-1970,0,hi,"Unorthodox, honest, simple-minded, and unemployed Gopi is blamed for a theft he did not commit, and gets thrown out of his home by his elder step-brother.",/cfwCKzBEqoCWfJtkSfziAP3Cgxg.jpg,,,India,,
Be Dune Saade Char,01-01-2009,0,hi,Bollywood 2009,/oVlAqpUZq1f7RtDUGSB9kHbx7so.jpg,,,,,
Hanste Zakhm,01-01-1973,0,hi,Film about the upper class in India.,/cLJLQ4OnwNusObYQ6JK48zhDsOq.jpg,,,,Hindi,
Zakhmo Ka Hisaab,20-08-1993,0,hi,"Suraj (Govinda) lives with is parents viz, dad (Aloknath), mom Savitri (Seema Deo), sister Pooja (Parijat), elder brother Amar, his sister-in-law, and a niece and nephew. Amar is employed in the persian gulf and sends some money so that the family can find a suitable groom for Pooja. When Suraj goes to deposit the money in the bank, some bankrobbers intercept him and take his money. Since the money was not deposited in the bank, the bank is unable to guarantee the amount. Suraj does not share this info with his family, so that they needn't worry. Suraj goes in search of the culprits and meets up with a petty thief and pick-pocket Bindiya (Farha). He feels sorry for her, and takes her home and introduces her to his family, and promises to marry her.",/k7yOzteOFEVl3TJRPxPNmUCr2xi.jpg,,,India,Hindi,
Zamindarugari Ammayi,01-01-1975,0,hi,Bollywood 1975,,,,,,
Mr. Romeo,10-12-1973,138,hi,"When Pal's son kills a police constable, his best friend, Saxena, the only witness to this murder, comes forward and as a result Pal's son is arrested and charged with murder. Pal pleads with Saxena to change his witness statement, but Saxena refuses to do so, and as a result Pal's son gets convicted and is sentenced to death. Pal swears to avenge his son's death. Years later, Saxena's sons, Ramesh and Suresh, have grown up. While Suresh, the younger son, is serious, studious, and business-minded, Ramesh is quite the opposite. Pal's son, Prem, befriends Suresh and gets him hooked-up with a gorgeous looking girl, and drugs his drinks, thus making him an addict. He falls in love with this girl and wants to get married to her. His parents and Ramesh are opposed to this, and Ramesh goes to the extent of threatening to kill her.",/84aGqV5uRZJmKKQhicWYekq2oOh.jpg,"Romance, Comedy",,India,Hindi,
Paapi - Ek Satya Katha,11-10-2013,115,hi,"The film is a story of a small town girl, Pia, who falls in an Internet trap. She falls in love with a friend, Rahul, whom she has never seen but met on Internet. The feeling between them grows and Rahul informs Piya that he'd be coming to Haridwar to meet her. Elated and blind in love, Pia gives her life and love to the boy. They get married and she dreams of a future with him only to be hard hit by reality that the man she gave her life to is not the Rahul she met on Internet. She is being duped and denied justice. Will Pia come out of this tragedy and stand up for herself, forms the rest of the story of the film.",/k6FuRaQNtyWkHZmLDPuPXkBxu7i.jpg,Crime,,India,Hindi,
Mera Qasoor Kya Hai,13-04-1964,0,hi,"Mera Qasoor Kya Hai is a 1964 Hindi film starring Dharmendra, Nanda and Om Prakash. The film's music is by Chitragupta.",/kKYAm8JyaFV1uNJ1W0WUL7LlOSq.jpg,Drama,,India,Hindi,
Yasmin,01-01-1955,124,hi,"A powerful and princely Sheikh lives in 18th Century Persia, makes a living renting out properties, and recovering taxes and dues on them. He lives in a palatial house with his wife, Zubeda, and son, Ahmad. When Ahmad grows up, Zubeda notices that he is spending too much time with women in their harem, and wants his father to get him involved in their business. Sheikh accordingly instructs Ahmad to collect all revenue, which he does so. A few days later, Sheikh is informed that Ahmad has been spending time with a friend named Farid, and is romantically involved with a dancing girl named Yasmin. A visibly upset Sheikh accordingly warns Ahmad to mend his ways, give up on Yasmin and return home, where he has planned his marriage with Nadira, the daughter of Amir Qasim.",/hR9W4SbM1RAXKrySs7RoDloysIH.jpg,Romance,,India,Hindi,
Sanam Harjai,25-08-1995,0,hi,"Film starring Himanshu, Saadhika and Simran",/3k4ZOyOGJSqNXr6Avh3mWYNjiuk.jpg,"Drama, Romance",,,Russian,
Shoorveer,20-05-1988,0,hi,"The story revolves around the pain of children that parents have, even adopted ones in India. Shankar, played by Danny, is a small-time crook who is given number one by gang leader (Kader Khan), though his accomplice No. 7, who uses him and gets him embroiled in a false murder. Shankar who deeply loves his wife Nanda (Deepti Naval) and daughter Meena (Mandakini), is devastated when he finds out that his newborn son has an incurable fever; he rushes to Dr. S. Malhotra (Suresh Oberio), who refuses to treat his son out of turn--and the baby dies. Full of vengeance, Shankar abducts the doctor's son Shoorveer and hands him to Iqbal to maim and make a beggar. Iqbal is saved in epilepsy by Shoorveer, who then brings him up as his own son.",/viWKDoagLf8MfoX4w5YhCB6BL8U.jpg,,,India,,
Prem Bandhan,19-01-1979,0,hi,"Adivasi Mahua lives a poor lifestyle in a fishing village along with her widowed dad. One day the local Poojary comes across a seemingly menacing looking male, feeds him, and asks Mahua's dad to look after him. This male has no memory and they name him Kishan. Shortly thereafter Mahua and Kishan fall in love and get married. After about 2 months Kishan goes to the city and does not return home. A frantic Mahua and her dad go to the Police as well as to the city to search for him albeit in vain and return home. Mahua continues to worry about Kishan and sets out on her own to try and locate him. She meets with a doctor who informs her that he recalls treating a male fitting Kishan's description and gives her his Bombay address. Mahua travels to Bombay and locates Kishan's house.",/AdDcAFP3iPoiTVBxgVkFxOhnnCK.jpg,Romance,,,English,
Jab Yaad Kisi Ki Aati Hai,01-01-1967,143,hi,"Ravi, a fireman, falls in love with Roopa, a simple village girl. The couple is happy in their new relationship until Jagirdar, who also loves Roopa, tries to separate them.",/v3LL0AefaDAUfl5ZmFXxaYdCiKM.jpg,,N.S. Films,India,,
Mela,09-04-1948,0,hi,A convicted murderer is released from prison. His only possession is a broken figurine - the last token of his love. The tragic story of how he came to be incarcerated and the significance of the figurine is the subject of this tale of star-crossed lovers whose destiny is moulded by society's rigid rules and the villainy of a scoundrel.,/zZVZP86PTOtnmIkoaXeVbCmR2VH.jpg,"Drama, Romance",Wadia Movietone,India,,
Meri Surat Teri Ankhen,01-01-1963,143,hi,"Raj Kumar is a wealthy businessman and dislikes everything ugly. When his wife, Kamla, becomes pregnant and gives birth to an ugly son, he asks the attending Dr. Mathur to inform his wife that their child was still-born. Dr. Mathur places the child in the hands of Rahmat and his wife, Naseeban, who welcome him with open arms. But misfortune follows them, as the child, who is named Pyare, accidentally burns their dwelling down, killing Naseeban. Rahmat then re-locates to his village when he teaches Pyare the skills required to play musical instruments and sing. Years later, Rahmat passes away, and informs Pyare that he is really a Hindu. Dr. Mathur fills the rest of the blanks for Pyare, and arranges a song and dance play and hopes that Raj will overcome his dislike for his now-grown son.",/3jZxWjNibcKS9I9FPG7pX5eyLz5.jpg,,,,Hindi,
Parivar,01-01-1956,0,hi,"A joint family consisting of four brothers, their wives, and their respective children, living under one roof. Some of the brothers are professionls, one a lawyer, a doctor, and others businessmen. They are a happy family, living and sharing each other's joys and sorrows. Then one day, an arguement breaks out over a glass of milk, and the entire family is thrown into chaos, and the only resolution seems to be nothing but dividing the entire property amongst the brothers and their respective families.",/nvqfUEM9gTtlgP5bgFxcPCrmAYf.jpg,"Comedy, Drama",Bimal Roy Productions,India,Hindi,
Patanga,01-01-1949,143,hi,Two movie actors are confronted by startling and hilarious obstacles.,/tw1VFupMtkIl7oEHuDjIg3ittNw.jpg,"Comedy, Romance",Varma Films,India,,
Aap Ki Parchhaiyan,01-01-1964,0,hi,"A family drama with a special focus on two generations of the Chopra family. Dinanath Chopra lives in a small tenement with his wife, and two sons Baldev, and Chandramohan. Dinanath re-finances his house in order to get Baldev to study further and be a doctor, and also gets him married with Rekha who comes from a very wealthy family. Chandramohan studies in college, and has a sweetheart in the form of the gorgeous Asha. Asha lives with her mom, and dad, a sort of quack. Differences in the Baldev emerge and multiply. Baldev and Rekha move to their palatial house. The birth of a baby boy to Rekha does lighten things up a bit, but not for long. Dinanath loses his eyesight in an accident and becomes blind.",/ykOHPehDvvu4HZ32iQE9YxU2lah.jpg,,,India,Hindi,
Congregation,01-01-1986,0,hi,A young woman leads impoverished embroidery workers in a strike against the greedy wholesalers who exploit them.,/mJChD54P9xw0fvWi9l7Z49jrgbr.jpg,,,,"Hindi, Urdu",
Chandi Sona,25-03-1977,148,hi,"A group of people of Indian origin live on an Island which contains a tomb of Shahenshah Chandi Sona which is believed to contain jewelry, diamonds, and gold. Mayur and Rita, stage actor love-birds, plot with Amar to steal this wealth and better their lives. They decide to buy a house from a woman named Mayadevi, and after doing so they decide to make a swimming pool and through that dig a tunnel right underneath the tomb and help themselves to the riches that they find there. They also decide to enlist the help of four jailbirds by dramatically helping them to escape from prison. After the completion of the tunnel, they run into an underground pool of water and enlist the help of undersea divers Bikram and Sharma.",/pBHgKI75BWWXm0MS0JRlJ42BmMJ.jpg,"Action, Thriller",,India,Hindi,
Dil Ek Mandir,18-01-1963,0,hi,"Dr. Dharmesh (Rajendra Kumar) and Sita (Meena Kumari) are in love, and hope to marry on Dharmesh's return from abroad. When Dharmesh returns, he is devastated to find that Sita has married someone else. He then decides to devote the rest of his life at a cancer clinic. One of his patients is Ram (Raaj Kumar), who is critically ill, and has to be operated upon. Things progress well, until Dharmesh meets Ram's wife - none other than Sita. Dharmesh now has to battle with his conscience, and his medical ethics to save Ram or to let him pass away, so that he can marry Sita.",/7n35zwO2YT4MzTp6kq0g7ioMFQr.jpg,,,India,Hindi,
Dil Ne Pukara,01-01-1967,134,hi,"Asha lives a wealthy lifestyle in Bombay with her widowed dad, who would like her to get married to Dr. Prakash. While vacationing in Kashmir, she meets with a young man, Rajan, and both fall in love with each other. When she returns home and attends Dr. Prakash's birthday party, she gets a pleasant surprise when she finds out that Rajan is Prakash's friend. Rajan introduces Asha to his mom, while Asha introduces Rajan to her dad, and both parents approve of their match. Before they can get engaged, Rajan had promised his late father that he would obtain a degree from Oxford University, and be back after one year. He decides to travel by boat, which meets with an accident and there are no survivors. A shocked and devastated Asha finds out that Rajan's death has killed her dad, and she throws herself in her work as a doctor, working side by side with Prakash.",/zole8KOuPHhuIqpm372LyFgetK0.jpg,"Drama, Romance",Mohan Films,India,Hindi,
Khandaan,01-01-1942,0,hi,A man gets imprisoned for killing a woman who seduces him.,,,,India,,
Agni Pankh,01-01-2004,0,hi,"Based on the true story of Air Force personnel in Srinagar, Kashmir.",/cjhFfZ0mf9QEJak9zP3BeUpour0.jpg,,,,,
Jeena Hai Toh Thok Daal,14-09-2012,123,hi,"Originating from the dark and gruesome underbelly of Bihar, Jeena Hai Toh Thok Daal is a story of the conscientious journey of four outlaws who set out to Mumbai for a mission. These four mercenaries who have grown up in the cradle of crime come from different age groups but are united in being the perfect hell raisers. Their freewheeling passion and addiction to thrill makes them take the route which very few can think of. In pursuit of one of such crimes, they set out to the city of dreams - Mumbai. Their ambitious plan comes to a screeching halt when one of them has a change of heart and their lives take an eventful turn.",/zffa8KzTYceNxyp7YQDY4X0iBJ0.jpg,Drama,,,Hindi,
Haque,01-01-1991,120,hi,"In the wake of a horrible accident that caused the death of her unborn child, a grieving woman demands that her high-profile politician husband do everything in his power to seek justice. But a chance meeting with a young journalist will change the course of her life forever. Dimple Kapadia, Anupam Kher, Aashif Sheikh, Sonu Walia and Paresh Rawal co-star in this emotional Bollywood drama.",/ulAuyFEENogFODahkkkf50hiE6r.jpg,Thriller,,,Hindi,
Hum Do Hamare Do,20-07-1984,0,hi,"From their first coincidental meeting, Anil and Arti seem made for each other. When their paths continue to cross, Arti proposes to Anil, but he humbly turns her down. Heartbroken, Arti decides to find out why. She discovers his secret obligation to care for his six siblings, which makes marriage out of the question. Smita Patil, Raj Babbar and Shoma Anand star.",/8gbE2ExBxZ6DHi7QunNLQFa3mqU.jpg,"Drama, Family",,India,Hindi,
Tumhara Kalloo,23-08-1975,0,hi,"This is a coming of age movie based on the life of a young man named Kalloo, who lives with his wealthy family in a small village in India. Kalloo is attracted to a pretty young woman named Laxmi, but is unable to express his love for her. On her part, Laxmi too is attracted to Kalloo, and would like him to take the lead in this romance. Kalloo wants to write a love-letter to Laxmi, and is unable to do so, as he cannot read nor write. When he discusses this matter with his grandma, he is told that it is not necessary for him to learn to read and write, as the family is wealthy, and this matter can be taken care of by hiring someone who can read and write. But will Kalloo be satisfied with this, especially when Laxmi herself can read and write?",/eOTWNkZs3XI2UdnwgmrBCJ0MUlo.jpg,,,India,Hindi,
Wah Wah Ramji,14-11-2003,0,hi,"Popular crime writer Ramprasad (Paresh Rawal) needs inspiration to pen his first romance novel and agrees to help Vishal (Amar Upadhyaya) and Priyanka (Reema Sen) get out of their impending arranged marriage if they'll tell him their love stories. But just when the scribe's strategy works and the wedding is called off, the couple falls in love. Problem is, Ramprasad's clever plan has driven a wedge between their once close-knit families.",,,,,Hindi,
Jhoothi Shaan,13-12-1991,141,hi,"Ranimaa, a one-time empress, refuses to believe that her home is no longer a palace, even though she and her four children have turned it into a hotel. So when the police inform her that four bank robbers have checked in and they need to search every nook and cranny, she haughtily stands in the way of justice.",/qpAiFJzgQd2SepWuoFYajfwQbnz.jpg,"Drama, Action, Adventure",,India,Hindi,
Sarhad Paar,23-11-2006,155,hi,"Years after he's declared missing in action, Indian soldier Ranjeet Singh (Sanjay Dutt) returns home a broken man. Severe mistreatment and torture have left Singh suffering amnesia; he only remembers the face of his tormentor. Though his wife, Pammi (Tabu), and sister Simran (Mahima Chaudhry) try to help him, his deep wounds may never heal. Chandrachur Singh and Rahul Dev co-star in this poignant drama from director Raman Kumar.",/egldi6LfxpYN9muKw4eHPLVmBpq.jpg,"Drama, Romance",Nimbus Motion Pictures,,Hindi,
EVP Songs: Vol. 1,,0,hi,"This packed music video collection features performances from four Bollywood theatrical releases: eight songs from Abhimaan, five from Dharamveer, seven from Aradhana and seven from Sawan Ki Ghata.",,,,,,
Salaam Bacche,01-01-2007,0,hi,"After losing his sister Pooja's only pair of shoes, 11-year-old Rahul must figure out a way to keep the bad news from worrying his hardworking father. His solution: Until he's able to replace hers, he and Pooja will take turns using his shoes. Ravi Behl, Vrajesh Hirjee, Vikay Pattkar, Razzak Khan and Naved Jaffrey star in this heartwarming family film from directors Pratima V. Kulkarni and Khalid Y. Batliwala.",,,,,,
Classic Dance of Love,01-01-2005,0,hi,"Sanctimonious moralist Ram Gopal Acharya (Mithun Chakraborty) does his best to separate young lovers in this twisty Bollywood yarn helmed by Babbar Subhash. When bar dancer Doli (Meghna Naidu) and rich businessman's son Suraj (Vikas Bhardwaj) fall for each other, his father (Navin Nischol) objects to the match and enlists Acharya to break up the happy couple. Recognizing Acharya as a self-righteous fraud, Doli sets out to expose his hypocrisy.",/oHSzO7aT6LmtAV7HVaHca6ZbGwf.jpg,,,,,
Bombay 405 Miles,01-01-1980,0,hi,"Two outlaws get in over their heads when they're suddenly entrusted with the care of a wealthy child. Beseeched by a dying man to look after the young Munni, the pair uncovers a puzzle when they try to locate her kin and collect a reward. Who is the man who answers their newspaper ad? And why do some think Munni is already dead? Is the girl actually in danger from her real father? Now, the two crooks must unravel the truth before it's too late.",/b1xIpMP6z5hn8kSYG7MCc5povsi.jpg,,,,,
Woh Jo Hasina,01-07-1983,121,hi,"When he's framed for murder by Seth Damodardas, Radheyshyam gives his daughter Hasina to be raised by Gypsies. Years later, he must protect her again when she falls for Harish, making her a rival to Seth's daughter, who also likes the young man. When Radheyshyam discovers that Seth is planning to kill Hasina, he's faced with a threefold challenge: save his daughter, secure her happiness, and expose Seth's past and present evil deeds.",/fEzne54UXNb4hNZStJPs7bwtJcd.jpg,Romance,,India,Hindi,
Mumbai Mast Kallander,14-01-2011,112,hi,"Born in Ballygunge, Kolkata, Megha Chatterjee now lives in Mumbai and hopes to make it big in Bollywood. She has a hair-stylist friend in Rhea who has recently rented 'Billy's Family Salon' in Lokhandwala Complex from Vikram Raheja and hopes to attract many clients. But her hopes are dashed when Vikram asks her to vacate the premise until she comes up with Rs.52 Lakhs. Then two Gorakhpur-born naive males, Ram and Shyam Yadav, come to her for a make-over and blurt out that they are going to abduct Vikram's son, Aditya, and hold him until his father pays a huge ransom. Rhea and Megha ponder over this, decide to kidnap Aditya on their own, and hold him until his father pays them 52 Lakhs. They find out that the kidnapping is supposed to take place at a Mythological theme party, and they make all due preparations - not realizing that Murphy's Law will soon prevail and everything will get out of control.",/hc6FywreVaGRriXGE6srTL54vg0.jpg,"Action, Comedy, Crime",,,Hindi,
Dattak,01-11-2001,125,hi,"When the Indian-born Sunil (Rajit Kapoor) stops getting letters from his father back home, he takes a break from his lucrative corporate gig in the States and pays dad a visit. But once in Calcutta, Sunil learns that his father moved away a few years earlier, prompting Sunil to go searching for him. As he follows the scant trail, Sunil starts to understand that his selfish lifestyle bore grave consequences for his father.",/7ugnbVCoXrWiaLIYepj4RaAIX2U.jpg,Drama,National Film Development Corporation of India,India,"English, Hindi",
Crazy Mohan's Marriage Made in Saloon,,0,hi,"The aptly named actor, comedian and playwright Crazy Mohan stars in this film version of his farcical play of the same name. Set in a saloon, the action centers on ""Bet"" Padmanabhan (Mohan), who challenges a patron (Madhu Balaji) to win the heart of Janaki (Madhumathi) -- Padmanabhan's eccentric daughter. But because she has her hopes pinned on marrying someone with a physical disability, Janaki's would-be suitor is forced to feign blindness.",,,,,Hindi,
Santaan,03-11-1993,162,hi,Sarju and Laxmi have done everything to educate their son Amar and have lots of hope from him but the but Amar desires to become rich and disowns his parents who then face only sufferings in their life.,/pdHFCFltPkNQuUkA7tSyB5QENER.jpg,"Drama, Family",Suresh Productions,India,Hindi,
Madholal Keep Walking,27-08-2010,111,hi,"This is the story of an 'common man' with simple dreams and a routine life, who can be found in any corner of the globe, chasing their dreams and hoping to realize them. Madholal Dubey is one of them. On one fateful day everything changes in Madho's life. He becomes a victim of an unfortunate incident and their dreams go upside down. He gets scared of death and looses all his faith in God and life. The film revolves around how Madholal and family encounter his fears and deceit.",/NmVyOUxTiX1Bxe8gkuMZUNFfqK.jpg,,,,Hindi,
5 Ghantey Mien 5 Crore,10-08-2012,0,hi,"An accountant and his maid plot to murder a man, make off with a large sum of money and flee to Singapore to start a new life together. But unexpected complications throw a wrench in their plan.",,,,,Hindi,
Kasam Suhag Ki,27-01-1989,0,hi,"As a courtesan, Surajmukhi lives a life of servitude and exploitation that she longs to escape. Sultan Singh, rescuing her from an assault, is the first man to treat her with respect. Over time, Surajmukhi melts the sultan's harsh, unforgiving exterior and may find the bliss she's always wanted. Rekha, Dharmendra, Jagdeep and Chandrashekhar star in this tale of romance set against the backdrop of Indian history.",/qRw24zFvCgS550VXudfPVY7smPT.jpg,Drama,,,English,
Chambal Ki Kasam,,0,hi,,,,,,Hindi,
Wajood,11-12-1998,145,hi,"Malhar (Nana Patekar), who is born to a poor typist clerk, is a versatile character who wins trophies in dramas but is never appreciated by his father. While writing and directing dramas in his college he meets Apoorva (Madhuri Dixit), a very rich girl, and falls madly in love with her. When she wins the Best Actress Award, she calls upon Malhar on stage and gives all the credit to him. Malhar misunderstands this gestures as Apoorva's love for him.",/l2OedoSRTRcwX58JaoGHvdBfBN.jpg,Drama,,,Hindi,
Zabak,01-01-1961,156,hi,A 1961 Hindi movie.,,,,,Hindi,
The Hangman,05-02-2010,0,hi,"Based in Bhaje in Malavali, Maharashtra, Shiva Sathe lives a poor lifestyle with his wife, Parvati, and son, Ganesh, and works as an executioner for the Government of India circa 1972. The Jail Superintendent sends a helicopter to pick him to hang Billa, a man found guilty of killing 23 persons, and Shiva accordingly prepares his rope to carry out his unpleasant task. He returns home, ensures Ganesh finishes his school with honors, and then sends him to live with the Jail Superintendent and his daughter, Gauri, to study in college in order to become a police inspector. Shiva is informed that Ganesh has done well in his college examinations. Hoping to see his son back home, Shiva and Parvati will soon be devastated when they will be told that Ganesh has been arrested by the police.",/bRcvDUAxrAWkw4Jh3vC9EdEA0Ky.jpg,,,,,
Do Dilon Ke Khel Mein,12-03-2010,0,hi,"Patiala-based, London-returned Rohit Singh decides to re-locate to Mumbai in order to avoid getting married to Lovely, the daughter of Ballu Singh. Assisted by his paternal uncle, and accompanying his cousin's friend, Isha, he travels there by car. The duo start squabbling resulting in an accident, and compelling them to hitch a ride on a lorry. They end up driving it, and eventually in police custody as it was carrying weapons. Inspector Babloo Bajrangi is convinced of their innocence, releases them, and they continue squabbling all the way to Borivali, Mumbai. Hoping to have got rid of each other - the duo will be in for a surprise when they find out they live in the same colony.",/bLcT0wp41ST9mLW0oYfDFI7eEgm.jpg,,,,,
Mittal v/s Mittal,26-03-2010,135,hi,"Mitali walks out of her marriage and files a case of marital rape and domestic abuse against her high profile husband, Karan, who is a leading business tycoon. Time for a lot of dirty linen to be washed in the courtroom, as bedroom secrets begin to tumble out in public glare.",/x7PxWJp5Iqok1KegQowcxd9tKPp.jpg,Drama,Shaila Films Productions,India,Hindi,
Kuchh Kariye,23-03-2010,0,hi,"Directed by Jagbir Dahiya. With Abhay Bhargav, Suresh Chatwal, Dinesh Hingoo, Ahmed Khan.",,,,,Hindi,
Muskurake Dekh Zara,26-03-2010,0,hi,"Gashmeer Mahajani aspires to be a chef. He arrives in Mumbai, after his bride-to-be elopes from the mandap. He falls in love with Twinkle Patel, but the problem is, she loves someone else [Hiten Paintal], who, incidentally, turns out to be the guy Gashmeer's bride-to-be had eloped with. In the end, expectedly, Twinkle realises that her heart beats for Gashmeer.",/lcTToTRiwEaBqtqT5ZSTygAnavf.jpg,,,,Hindi,
Krantiveer - The Revolution,25-06-2010,0,hi,"Afraid of traveling in trains due to bomb blasts, outspoken critic of corruption in modern secular India, Roshni, the daughter of activist, Pratap Narayan Tilak, gets hired with Live India as a news reporter and decides to expose corruption - especially at the hands of two politicians, P.P. Patankar and Chita Singh. The latter invites her and Vishal Singh Rathod to meet him and warns the duo that they will meet the same fate as their parents if they even dare to mention their names on TV. The politicians then conceive a novel scheme - not the age-old method of religious and sectarian violence - but of modern day terrorism - that will not only ensure their political future but also distract attention from themselves.",/cFnaMqHhC14uesQaGZvMT4q5D9S.jpg,,,,,
"Shahrukh Bola ""Khoobsurat Hai Tu""",19-11-2010,89,hi,"While dealing with personal issues, a woman hopes to meet and act with a famous actor.",/lCT6PxckFPN16d0rrL5HAk42s4s.jpg,"Comedy, Drama",RSB Films,,Hindi,
Khuda Kasam,26-10-2010,0,hi,"Delhi-based CBI Captain Neetu Singh is instructed by Chief Sawant to investigate the assassination of Maharashtra's Chief Minister Satyaprakash. Her investigations will lead her to conclude that the killing was planned and carried out by Home Minister Bhavani Prasad Lala and Superintendent of Police Waghmare. She then meets with Fatima, and is told the story of the latter's son, Hussain, who was convicted for possession and supply of fire-arms and sentenced to five years in prison. She meets Hussain in prison and decides to assist him, but before she could do that she and her mother, Shanti, both end up on the defensive, when evidence surfaces that Neetu had hired a hit-man, Tatya, to kill Satyaprakash. The Judge hearing this incident finds her guilty and sentences her to prison.",/cDqldKi5bIUrNv9GQfDdIcTESa1.jpg,"Action, Drama",,,English,
Paisa Ho Paisa,03-03-2015,0,hi,"Ashwin, an engineering college student meets a beautiful girl Bhoomika in the campus. After a few playful encounters, they fall in love. Ashwin hails from a lower middle class family and all the time he thinks of making big money in a very short time. When Bhoomika stumbles upon something big, she consults Ashwin and his friends and together they strike it rich in a very big way using an invisible chemical (A chemical when it is sprayed on anything or anyone the object or the person becomes invisible). However they are forced to be on the run after being chased by the cops. Now starts the wild goose chase with ruthless &amp; buffoonery gangsters, comic cops, bungling CBI officer and the hero and his friends playing all kinds of pranks.",/qwFQkJIcS1wTegPAQcmnDNyVEpm.jpg,,,,,
Ishq Ke Parindey,24-04-2015,0,hi,"There are lot of things that bind India and Pakistan together and their tragic history is definitely one of them. A history which changed the lives of millions...a history which re-wrote the destinies of millions. Ishq Ke Parindey is a love story of Indo-Pak love birds ü?? Sheen and Faiz who protect the flame of their sacred love from hatred and violence. An innocent and beautiful Pakistani girl, Sheen arrives in Lucknow along with her family. It is in the royal city of Nawabs that she meets her soul mate ü?? Faiz. Love blossoms for both of them and what follows is a deadly fight against their families. Ishq Ke Parindey is a soulful journey of Sheen and Faizü??s love story.",/1ypW1PVSw1KpkCthxgPpUcKXB6j.jpg,"Music, Romance",,India,Pali,
Mulzim,14-03-1988,156,hi,"Vijay Kumar is an young man living in a small town in rural India, who makes his living farming. He hopes to change his lifestyle and that of the townspeople by building a hospital with the help of attractive young doctor Rekha, who he is in love with, so much so that he is willing to donate his land.",/hUAUjuNIeDljg0LA8QwmfK2ZEgF.jpg,Drama,Padmalaya Studios,,Hindi,
Gundagardi,06-06-1997,0,hi,"Kalicharan, a gang leader, terrorises the entire city. To put an end to Kalicharan's activities, Police Commissioner Karan Singh is given charge.",/xSorbtSufoFauRkpyPhueTHLG5i.jpg,,,,,
18.11 - A Code of Secrecy,13-06-2014,145,hi,"The Film 18.11 a code of Secrecy..!! is based on Science & Technology and Packed with Romance, Comedy, Action. Thrill and Specially the Suspense lies in the name title - 18.11... which is revealed at the end.  Rehal khan, the Hero of the Film is a Software Engineer in America,During his Course he made a software which generates an alarm and sends a danger signal about Bomb /Explosive plan in every mobile phone within the radius area of 1k.m.He did not experiment the same in America.",/bt3bkXP5FIvok66rff9VSFsL47m.jpg,Action,,,"Hindi, Russian, Swahili",
Chaar Cutting,29-05-2015,77,hi,"ü??Chaar Cuttingü?ù comprises of handpicked films from amongst a large assortment of films and put together in a way that captures a wide array of human emotion and genres including comedy, satire, romance and thriller thereby providing a wholesome experience. ü??ChaarCuttingü?ù has Skin Deep (written by Vikramaditya Motwane of Lootera and Udaan fame and directed by his assistant Hardik Mehta), Blouse (directed by Vijayeta Kumar), Manila Running (directed by Anuj Gulati), and Bawdi (directed by Vivek Soni).",,,,India,"English, Hindi",short compilation
Bond 303,19-06-1985,137,hi,"Terrorist attacks take place all over the world by unknown rockets so an Indian agent, Bond 303, is called to solve the mystery behind it.",/cYUdNSn4A4ACYpcm2Al8dmzbRjm.jpg,"Thriller, Action",B.C. Devra Films,India,Hindi,
